Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
0.0,380253,264,1440.4,1344.0,1216,1952,209.2,CUDA_KERNEL,"imp::quantize_fp16_nvfp4_cutlass_kernel(const __half *, unsigned char *, unsigned char *, int, int, int)"
0.0,319550,8,39943.8,39712.0,39391,40864,593.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_tn_align8>(T1::Params)
0.0,284192,96,2960.3,2976.0,2848,3136,47.1,CUDA_KERNEL,"imp::swiglu_fp16_kernel(const __half *, const __half *, __half *, long)"
0.0,239968,29,8274.8,8224.0,7776,8960,292.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align8>(T1::Params)
0.0,214750,29,7405.2,7328.0,7200,8832,294.7,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params)
0.0,186368,168,1109.3,1056.0,992,1312,96.1,CUDA_KERNEL,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __half, float, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.0,116382,24,4849.3,4864.0,4704,4960,51.7,CUDA_KERNEL,"imp::causal_softmax_fp32_to_fp16_kernel(const float *, __half *, int, int, int, bool)"
0.0,65760,24,2740.0,2720.0,2624,2944,64.6,CUDA_KERNEL,"void imp::rope_forward_kernel<__half>(T1 *, T1 *, const int *, int, int, int, int, int, float, float, int, bool, float, float, float, float, const float *)"
0.0,64735,13,4979.6,2496.0,2432,9280,3319.0,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_64x2_tn_align8>(T1::Params)
0.0,51808,5,10361.6,10368.0,10304,10464,65.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
0.0,44448,5,8889.6,8800.0,8576,9184,255.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_128x1_tn_align8>(T1::Params)
0.0,43584,5,8716.8,8608.0,8576,8960,170.2,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
0.0,42400,5,8480.0,8416.0,8160,8800,246.8,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_nn_align8>(T1::Params)
0.0,41440,5,8288.0,8064.0,7936,8928,423.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_32x1_tn_align8>(T1::Params)
0.0,38816,5,7763.2,7776.0,7616,7936,123.1,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align8>(T1::Params)
0.0,36416,16,2276.0,2256.0,2016,2560,225.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_tn_align8>(T1::Params)
0.0,18528,8,2316.0,2304.0,2272,2400,45.1,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x1_tn_align8>(T1::Params)
