Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
2.0,53566759,6144,8718.5,8672.0,8192,9920,255.1,CUDA_KERNEL,"void imp::gemv_dp4a_kpar_kernel<imp::DequantTraits<(imp::DPQTag)1>, (bool)0>(const unsigned char *, const imp::block_q8_1 *, const float *, __half *, const __half *, int, int)"
1.9,51933691,116,447704.2,465934.5,177920,731517,196560.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_nn_align8>(T1::Params)
1.8,49909349,1521,32813.5,31360.0,960,1884249,55203.5,CUDA_KERNEL,"imp::dequant_q8_0_kernel(const unsigned char *, __half *, int, int)"
1.5,39600730,1024,38672.6,38624.0,37600,41536,400.5,CUDA_KERNEL,"void imp::paged_attention_splitk_pipeline_kernel<(int)256>(const __half *, const __half *, const __half *, float *, const int *, const int *, int, int, int, int, float, int, int, int, int, float)"
1.4,37969103,20,1898455.1,1932601.0,783197,3162484,837328.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
1.1,30397421,10,3039742.1,3151172.0,2567639,3449939,438660.7,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_32x1_tn_align2>(T1::Params)
1.1,30179471,48,628739.0,622686.0,522014,1056796,114768.0,CUDA_KERNEL,"imp::causal_softmax_inplace_kernel(__half *, int, int, int, bool)"
1.1,29335983,112,261928.4,222751.0,4800,513438,172825.2,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params)
1.0,27671444,288,96081.4,95839.0,91456,111199,3102.2,CUDA_KERNEL,"imp::ssm_conv1d_prefill_f32_silu_kernel(float *, const __half *, const __half *, const __half *, float *, int, int, int)"
0.9,24781728,10,2478172.8,2478070.5,2126071,2830614,369197.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_32x1_tn_align8>(T1::Params)
0.8,22341916,6144,3636.4,3648.0,3360,4032,116.9,CUDA_KERNEL,"void imp::gemv_dp4a_kernel<imp::DequantTraits<(imp::DPQTag)1>, (int)1, (bool)0>(const unsigned char *, const imp::block_q8_1 *, const float *, __half *, const __half *, int, int)"
0.8,20853716,29,719093.7,718750.0,710525,741597,5719.7,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_128x1_tn_align8>(T1::Params)
0.7,18539348,384,48279.6,48031.0,44831,59103,2181.4,CUDA_KERNEL,"imp::swiglu_fp16_kernel(const __half *, const __half *, __half *, long)"
0.6,17567675,5056,3474.6,1568.0,1440,51520,6963.9,CUDA_KERNEL,"imp::rmsnorm_fp16_kernel(const __half *, const __half *, __half *, int, float, float)"
0.6,15011877,48,312747.4,312478.5,186303,439390,126681.3,CUDA_KERNEL,"imp::causal_softmax_fp32_to_fp16_kernel(const float *, __half *, int, int, int, bool)"
0.5,14530928,3360,4324.7,1344.0,1184,43936,9780.5,CUDA_KERNEL,"imp::gdn_rmsnorm_gated_silu_kernel(__half *, const __half *, const __half *, float, int, int)"
0.5,14377991,10240,1404.1,576.0,543,32960,3457.0,MEMORY_OPER,[CUDA memcpy Device-to-Device]
0.5,13604587,18,755810.4,1138203.5,5376,1827385,713791.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_tn_align8>(T1::Params)
0.5,13469134,10,1346913.4,1350554.5,1155452,1535770,197819.7,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x2_tn_align8>(T1::Params)
0.5,12361343,4236,2918.2,2912.0,2656,3296,80.5,CUDA_KERNEL,"imp::rmsnorm_quantize_q8_1_kernel(const __half *, const __half *, imp::block_q8_1 *, float *, __half *, int, float, float)"
0.4,11544758,16384,704.6,704.0,671,1024,35.6,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::IdentityAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.4,10130172,20,506508.6,501118.0,215839,802877,222983.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x256_32x4_nn_align8>(T1::Params)
0.4,9727575,1024,9499.6,9504.0,8704,10336,246.0,CUDA_KERNEL,"void imp::gemv_nvfp4_multirow_kernel<(int)8>(const unsigned char *, const unsigned char *, float, const __half *, __half *, int, int)"
0.4,9651514,16,603219.6,608430.0,398943,817117,206407.2,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8>(T1::Params)
0.3,8957374,5,1791474.8,1732537.0,1730234,2021112,128467.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_16x16_32x1_tn_align2>(T1::Params)
0.3,8294750,600,13824.6,5312.0,4960,452894,54847.5,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x10_tn_align8>(T1::Params)
0.3,7228295,5,1445659.0,1444379.0,1443163,1452219,3711.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_16x16_32x1_tn_align8>(T1::Params)
0.3,6881158,37,185977.2,235903.0,5056,250719,96383.2,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_f16_64x64_32x6_tn_align8>(T1::Params)
0.2,6128423,3072,1994.9,1984.0,1792,2304,81.1,CUDA_KERNEL,"imp::ssm_conv1d_decode_f32_silu_kernel(float *, const __half *, const __half *, const __half *, float *, int, int)"
0.2,5770886,470,12278.5,624.0,256,348895,27408.2,MEMORY_OPER,[CUDA memset]
0.2,5407688,3360,1609.4,864.0,607,10688,2544.9,CUDA_KERNEL,"imp::elementwise_add_fp16_kernel(__half *, const __half *, long)"
0.2,5251152,1056,4972.7,4928.0,4256,9696,407.7,CUDA_KERNEL,"imp::quantize_fp16_nvfp4_cutlass_kernel(const __half *, unsigned char *, unsigned char *, int, int, int)"
0.2,4802770,2048,2345.1,2304.0,2112,3200,180.7,CUDA_KERNEL,"imp::gemv_nvfp4_kpar_kernel(const unsigned char *, const unsigned char *, float, const __half *, __half *, int, int)"
0.1,4022577,5,804515.4,801085.0,796829,820669,9322.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_32x2_tn_align8>(T1::Params)
0.1,3954576,5,790915.2,787900.0,786077,804061,7416.5,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_32x1_tn_align8>(T1::Params)
0.1,3719089,8,464886.1,462686.0,461566,474334,4872.7,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x64_64x4_tn_align8>(T1::Params)
0.1,3648882,8,456110.3,453294.0,451422,469247,6485.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x128_64x3_tn_align8>(T1::Params)
0.1,3519250,8,439906.3,437886.5,436958,447614,4142.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_tn_align8>(T1::Params)
0.1,3447608,1024,3366.8,3360.0,3072,3776,98.9,CUDA_KERNEL,"imp::qknorm_rope_fused_fp16_kernel(__half *, __half *, const __half *, const __half *, const int *, int, int, int, float, float, float, int, bool, float, float, float, float, float, const float *)"
0.1,3445553,1024,3364.8,3296.0,3168,3904,115.3,CUDA_KERNEL,"imp::paged_attention_reduce_kernel(const float *, __half *, int, int, int)"
0.1,3172334,4096,774.5,768.0,704,1120,49.1,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::SwiGLUAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.1,2967857,1120,2649.9,736.0,671,23967,6243.0,CUDA_KERNEL,"imp::sigmoid_mul_fp16_kernel(const __half *, const __half *, __half *, long)"
0.1,2869142,1120,2561.7,736.0,640,40256,6045.3,CUDA_KERNEL,"void imp::attn_gate_split_interleaved_kernel<__half>(const T1 *, T1 *, T1 *, int, int, int, int)"
0.1,2421594,129,18772.0,10912.0,4672,923325,80432.4,CUDA_KERNEL,"imp::absmax_kernel(const __half *, long, float *)"
0.1,2200345,129,17056.9,10464.0,2816,1009884,88138.3,CUDA_KERNEL,"imp::quantize_nvfp4_from_absmax_kernel(const __half *, unsigned char *, unsigned char *, const float *, float *, long, long)"
0.1,2199193,144,15272.2,14928.0,8288,22912,5102.8,CUDA_KERNEL,"imp::paged_kv_gather_fp16_kernel(__half *, const __half *, const int *, int, int, int, int)"
0.1,2054995,1120,1834.8,1280.0,1152,8512,1793.7,CUDA_KERNEL,"imp::write_kv_cache_fused_kernel(const __half *, const __half *, const int *, const int *, __half *, __half *, int, int, int, int, int, int)"
0.1,1793497,5,358699.4,355934.0,355070,369599,6137.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params)
0.1,1792057,8,224007.1,219887.5,218431,237663,8189.7,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_64x6_tn_align8>(T1::Params)
0.1,1705881,8,213235.1,210623.0,209407,223263,5638.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_tn_align8>(T1::Params)
0.1,1582261,96,16481.9,16480.0,16288,16864,84.2,CUDA_KERNEL,"void imp::rope_forward_kernel<__half>(T1 *, T1 *, const int *, int, int, int, int, int, float, float, int, bool, float, float, float, float, const float *)"
0.0,825563,131,6302.0,6304.0,5952,6656,125.4,CUDA_KERNEL,"imp::argmax_partial_kernel(const float *, int, float *, int *)"
0.0,796348,129,6173.2,5792.0,1248,138783,11869.5,CUDA_KERNEL,"imp::convert_scales_sfatom_kernel(const unsigned char *, unsigned char *, int, int, int)"
0.0,750367,624,1202.5,1120.0,960,1472,112.2,CUDA_KERNEL,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, float, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.0,750111,140,5357.9,4640.0,4384,17056,2396.4,CUDA_KERNEL,"imp::embedding_lookup_q8_0_kernel(const unsigned char *, const int *, __half *, int)"
0.0,284990,260,1096.1,1248.0,640,3104,386.6,MEMORY_OPER,[CUDA memcpy Device-to-Host]
0.0,172800,131,1319.1,1312.0,1120,1472,48.5,CUDA_KERNEL,"imp::argmax_reduce_kernel(const float *, const int *, int, int *)"
0.0,41312,8,5164.0,5136.0,4992,5376,139.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_f16_64x64_64x6_tn_align8>(T1::Params)
0.0,40096,8,5012.0,4992.0,4960,5120,53.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_tn_align8>(T1::Params)
0.0,21792,16,1362.0,1376.0,1184,1600,166.1,CUDA_KERNEL,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __half, float, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
