Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
4.0,113629767,1017,111730.4,109343.0,19104,429021,61072.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_f16_64x64_32x6_tn_align8>(T1::Params)
2.4,67795377,6912,9808.4,5727.5,2464,27264,9383.8,CUDA_KERNEL,"imp::rmsnorm_fp16_kernel(const __half *, const __half *, __half *, int, float, float)"
2.0,57710450,4608,12524.0,12512.0,11872,13760,161.7,CUDA_KERNEL,"void imp::gemv_dp4a_kpar_qkv_kernel<imp::DequantTraits<(imp::DPQTag)1>>(const unsigned char *, const unsigned char *, const unsigned char *, const imp::block_q8_1 *, const float *, __half *, __half *, __half *, int, int, int, int)"
1.7,48872386,176,277684.0,269087.0,267391,708797,39561.7,CUDA_KERNEL,"void imp::gemv_dp4a_fp32_kernel<imp::DequantTraits<(imp::DPQTag)1>, (int)2>(const unsigned char *, const imp::block_q8_1 *, const float *, float *, int, int)"
1.6,46376651,3240,14313.8,13632.0,2400,329727,9118.0,CUDA_KERNEL,"imp::paged_kv_gather_fp16_kernel(__half *, const __half *, const int *, int, int, int, int)"
1.1,32614209,75,434856.1,437342.0,105567,754268,200325.0,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
1.0,27578847,35,787967.1,792444.0,600797,974715,125735.0,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_16x16_32x1_tn_align2>(T1::Params)
0.9,26538445,9392,2825.6,2816.0,2560,3648,94.2,CUDA_KERNEL,"imp::rmsnorm_quantize_q8_1_kernel(const __half *, const __half *, imp::block_q8_1 *, float *, __half *, int, float, float)"
0.8,23197193,938,24730.5,1040.0,256,1553145,59074.2,MEMORY_OPER,[CUDA memset]
0.8,22780885,35,650882.4,651484.0,498878,803420,101837.7,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_16x16_32x1_tn_align8>(T1::Params)
0.6,17600045,80,220000.6,220975.0,28640,417854,117645.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_nn_align8>(T1::Params)
0.6,16576458,80,207205.7,203935.0,29440,587805,116093.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
0.5,14776221,1728,8551.1,8544.0,8352,8832,61.9,CUDA_KERNEL,"void imp::rope_forward_kernel<__half>(T1 *, T1 *, const int *, int, int, int, int, int, float, float, int, bool, float, float, float, float, const float *)"
0.5,13952087,8640,1614.8,1568.0,1471,2496,117.1,CUDA_KERNEL,"imp::quantize_fp16_nvfp4_cutlass_kernel(const __half *, unsigned char *, unsigned char *, int, int, int)"
0.5,13600414,35,388583.3,383647.0,295646,482014,62080.7,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_32x2_tn_align8>(T1::Params)
0.5,13108483,35,374528.1,371774.0,283135,468957,60356.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_32x1_tn_align8>(T1::Params)
0.4,10452992,6336,1649.8,1184.0,959,3904,832.3,CUDA_KERNEL,"imp::write_kv_cache_fused_kernel(const __half *, const __half *, const int *, const int *, __half *, __half *, int, int, int, int, int, int)"
0.4,10089964,4608,2189.7,2208.0,1920,2528,76.0,CUDA_KERNEL,"imp::qknorm_rope_fused_fp16_kernel(__half *, __half *, const __half *, const __half *, const int *, int, int, int, float, float, float, int, bool, float, float, float, float, float, const float *)"
0.3,9932143,1728,5747.8,5600.0,5408,258590,6087.4,CUDA_KERNEL,"imp::swiglu_fp16_kernel(const __half *, const __half *, __half *, long)"
0.3,9521808,4608,2066.4,2016.0,1951,2592,108.2,CUDA_KERNEL,"imp::paged_attention_reduce_kernel(const float *, __half *, int, int, int)"
0.2,5924230,45,131649.6,133664.0,28512,230911,64903.7,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params)
0.2,4817352,48,100361.5,107663.5,54687,156031,39346.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params)
0.1,3885326,252,15418.0,11456.0,3327,26208,9772.4,CUDA_KERNEL,"imp::absmax_reduce_kernel(const __half *, float *, int)"
0.1,3548118,4608,770.0,768.0,704,1056,36.2,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::SwiGLUAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.1,3445999,4608,747.8,736.0,703,1088,45.7,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::IdentityAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.1,3280300,252,13017.1,9775.5,2976,22272,8051.3,CUDA_KERNEL,"imp::calibrate_quantize_fp8_kernel(const __half *, unsigned char *, const float *, float *, int)"
0.1,2791443,3240,861.6,848.0,736,1280,88.9,MEMORY_OPER,[CUDA memcpy Device-to-Device]
0.1,2770320,113,24516.1,24544.0,23679,25248,332.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align8>(T1::Params)
0.1,2489628,253,9840.4,5728.0,3360,584926,36473.3,CUDA_KERNEL,"imp::absmax_kernel(const __half *, long, float *)"
0.1,2466101,253,9747.4,5728.0,2848,611197,38138.8,CUDA_KERNEL,"imp::quantize_nvfp4_from_absmax_kernel(const __half *, unsigned char *, unsigned char *, const float *, float *, long, long)"
0.1,1524505,16,95281.6,98400.0,56576,143039,37082.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_64x6_tn_align8>(T1::Params)
0.0,1068283,253,4222.5,3232.0,1216,76032,4961.3,CUDA_KERNEL,"imp::convert_scales_sfatom_kernel(const unsigned char *, unsigned char *, int, int, int)"
0.0,812476,176,4616.3,4608.0,4256,6048,188.1,CUDA_KERNEL,"imp::embedding_lookup_q8_0_kernel(const unsigned char *, const int *, __half *, int)"
0.0,564575,131,4309.7,4288.0,3968,4672,127.3,CUDA_KERNEL,"imp::argmax_partial_kernel(const float *, int, float *, int *)"
0.0,561278,8,70159.8,68431.0,67808,76096,3580.0,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_tn_align8>(T1::Params)
0.0,500380,252,1985.6,1536.0,1184,2912,729.2,CUDA_KERNEL,"imp::absmax_final_reduce_kernel(const float *, float *, int)"
0.0,403998,8,50499.8,50592.0,49023,51935,1061.8,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x256_32x4_tn_align8>(T1::Params)
0.0,399580,385,1037.9,1120.0,640,11072,562.8,MEMORY_OPER,[CUDA memcpy Device-to-Host]
0.0,157984,131,1206.0,1184.0,1088,1344,53.4,CUDA_KERNEL,"imp::argmax_reduce_kernel(const float *, const int *, int, int *)"
0.0,139744,5,27948.8,28224.0,27040,28384,547.1,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
0.0,125920,5,25184.0,25088.0,24896,25504,239.5,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align8>(T1::Params)
0.0,37664,8,4708.0,4560.0,4480,5184,296.0,CUDA_KERNEL,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, float, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
