Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
3.4,120717877,13842,8721.1,288.0,224,2863280,79272.5,MEMORY_OPER,[CUDA memcpy Host-to-Device]
3.2,113637849,1017,111738.3,109407.0,18944,570941,63698.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_s16816gemm_f16_64x64_32x6_tn_align8>(T1::Params)
1.9,68529092,6912,9914.5,5648.0,2495,331422,11328.1,CUDA_KERNEL,"imp::rmsnorm_fp16_kernel(const __half *, const __half *, __half *, int, float, float)"
1.7,59214368,4608,12850.3,12448.0,11712,382493,10668.6,CUDA_KERNEL,"void imp::gemv_dp4a_kpar_qkv_kernel<imp::DequantTraits<(imp::DPQTag)1>>(const unsigned char *, const unsigned char *, const unsigned char *, const imp::block_q8_1 *, const float *, __half *, __half *, __half *, int, int, int, int)"
1.4,49450147,176,280966.7,269311.0,267262,739260,50847.1,CUDA_KERNEL,"void imp::gemv_dp4a_fp32_kernel<imp::DequantTraits<(imp::DPQTag)1>, (int)2>(const unsigned char *, const imp::block_q8_1 *, const float *, float *, int, int)"
1.3,46933540,3240,14485.7,13696.0,2304,334558,10633.2,CUDA_KERNEL,"imp::paged_kv_gather_fp16_kernel(__half *, const __half *, const int *, int, int, int, int)"
0.9,32957746,75,439436.6,437406.0,105600,753596,203689.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
0.8,28646436,9557,2997.4,608.0,224,1504343,19510.5,MEMORY_OPER,[CUDA memset]
0.8,27461070,35,784602.0,792828.0,599997,965179,123103.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_16x16_32x1_tn_align2>(T1::Params)
0.8,26560688,9392,2828.0,2816.0,2560,3424,86.3,CUDA_KERNEL,"imp::rmsnorm_quantize_q8_1_kernel(const __half *, const __half *, imp::block_q8_1 *, float *, __half *, int, float, float)"
0.6,22701344,35,648609.8,642300.0,496893,799612,100510.2,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_16x16_32x1_tn_align8>(T1::Params)
0.5,17448348,80,218104.4,223838.5,28832,404478,115408.2,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_nn_align8>(T1::Params)
0.5,16246083,80,203076.0,205503.0,30144,381374,107126.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
0.5,15882277,1728,9191.1,8576.0,8416,288734,12839.4,CUDA_KERNEL,"void imp::rope_forward_kernel<__half>(T1 *, T1 *, const int *, int, int, int, int, int, float, float, int, bool, float, float, float, float, const float *)"
0.4,13913776,8640,1610.4,1568.0,1472,2656,101.3,CUDA_KERNEL,"imp::quantize_fp16_nvfp4_cutlass_kernel(const __half *, unsigned char *, unsigned char *, int, int, int)"
0.4,13424531,35,383558.0,383613.0,297695,470269,57621.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_32x2_tn_align8>(T1::Params)
0.4,13015929,35,371883.7,372894.0,284607,459582,56798.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_32x1_tn_align8>(T1::Params)
0.3,10684552,6336,1686.3,1184.0,959,4224,900.7,CUDA_KERNEL,"imp::write_kv_cache_fused_kernel(const __half *, const __half *, const int *, const int *, __half *, __half *, int, int, int, int, int, int)"
0.3,10269768,4608,2228.7,2208.0,1952,2784,69.8,CUDA_KERNEL,"imp::qknorm_rope_fused_fp16_kernel(__half *, __half *, const __half *, const __half *, const int *, int, int, int, float, float, float, int, bool, float, float, float, float, float, const float *)"
0.3,9637971,1728,5577.5,5568.0,5376,6816,109.2,CUDA_KERNEL,"imp::swiglu_fp16_kernel(const __half *, const __half *, __half *, long)"
0.3,9336272,4608,2026.1,2016.0,1920,2496,78.7,CUDA_KERNEL,"imp::paged_attention_reduce_kernel(const float *, __half *, int, int, int)"
0.2,5952667,45,132281.5,131775.0,28512,233023,65684.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params)
0.1,3882473,252,15406.6,11424.0,3296,26240,9774.6,CUDA_KERNEL,"imp::absmax_reduce_kernel(const __half *, float *, int)"
0.1,3633292,36,100924.8,106384.0,54239,154815,40543.1,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params)
0.1,3531826,4608,766.5,736.0,672,1056,51.2,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::IdentityAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.1,3480519,4608,755.3,736.0,703,992,36.0,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::SwiGLUAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.1,3274321,252,12993.3,9760.0,3008,22112,8044.1,CUDA_KERNEL,"imp::calibrate_quantize_fp8_kernel(const __half *, unsigned char *, const float *, float *, int)"
0.1,2767601,113,24492.0,24448.0,23679,26272,354.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align8>(T1::Params)
0.1,2760662,3240,852.1,848.0,736,1408,79.4,MEMORY_OPER,[CUDA memcpy Device-to-Device]
0.1,2474264,253,9779.7,5664.0,3360,583133,36362.7,CUDA_KERNEL,"imp::absmax_kernel(const __half *, long, float *)"
0.1,2462416,253,9732.9,5728.0,2848,607069,37881.6,CUDA_KERNEL,"imp::quantize_nvfp4_from_absmax_kernel(const __half *, unsigned char *, unsigned char *, const float *, float *, long, long)"
0.0,1129497,12,94124.8,97871.0,54944,138047,38066.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_64x6_tn_align8>(T1::Params)
0.0,1067705,253,4220.2,3232.0,1216,76159,4968.0,CUDA_KERNEL,"imp::convert_scales_sfatom_kernel(const unsigned char *, unsigned char *, int, int, int)"
0.0,808348,176,4592.9,4576.0,4256,5184,158.2,CUDA_KERNEL,"imp::embedding_lookup_q8_0_kernel(const unsigned char *, const int *, __half *, int)"
0.0,559519,131,4271.1,4256.0,3968,4608,129.6,CUDA_KERNEL,"imp::argmax_partial_kernel(const float *, int, float *, int *)"
0.0,512094,252,2032.1,1568.0,1184,2976,770.8,CUDA_KERNEL,"imp::absmax_final_reduce_kernel(const float *, float *, int)"
0.0,415326,385,1078.8,1120.0,672,5824,451.7,MEMORY_OPER,[CUDA memcpy Device-to-Host]
0.0,411741,6,68623.5,67983.5,67775,71359,1390.8,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_tn_align8>(T1::Params)
0.0,301214,6,50202.3,50256.0,49024,51264,1100.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x256_32x4_tn_align8>(T1::Params)
0.0,164703,131,1257.3,1248.0,1120,1664,68.3,CUDA_KERNEL,"imp::argmax_reduce_kernel(const float *, const int *, int, int *)"
0.0,139360,5,27872.0,27968.0,26368,28992,1033.0,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
0.0,125984,5,25196.8,25184.0,25024,25472,179.0,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align8>(T1::Params)
0.0,27776,6,4629.3,4544.0,4480,5088,232.2,CUDA_KERNEL,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __half, __half, float, __half, (bool)0, __half, __half, __half, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
