Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Category,Operation
4.1,96021591,42311,2269.4,256.0,223,2376824,36064.6,MEMORY_OPER,[CUDA memcpy Host-to-Device]
4.0,93703133,1356,69102.6,68415.5,61568,338815,9775.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_64x6_tn_align8>(T1::Params)
3.6,85428075,267,319955.3,303551.0,278911,706589,75804.1,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_128x1_tn_align8>(T1::Params)
2.0,47836754,176,271799.7,267087.0,259455,554974,29285.7,CUDA_KERNEL,"void imp::gemv_dp4a_fp32_kernel<imp::DequantTraits<(imp::DPQTag)1>, (int)2>(const unsigned char *, const imp::block_q8_1 *, const float *, float *, int, int)"
1.9,45368551,3584,12658.6,12288.0,11456,393663,11351.0,CUDA_KERNEL,"void imp::gemv_dp4a_kpar_qkv_kernel<imp::DequantTraits<(imp::DPQTag)1>>(const unsigned char *, const unsigned char *, const unsigned char *, const imp::block_q8_1 *, const float *, __half *, __half *, __half *, int, int, int, int)"
1.5,36673338,2520,14552.9,13568.0,2304,344318,11921.9,CUDA_KERNEL,"imp::paged_kv_gather_fp16_kernel(__half *, const __half *, const int *, int, int, int, int)"
1.1,25053149,75,334042.0,328734.0,80511,583582,156990.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_128x2_nn_align8>(T1::Params)
1.1,24944537,8824,2826.9,608.0,256,1223739,16860.0,MEMORY_OPER,[CUDA memset]
0.9,21311507,7344,2901.9,2880.0,2720,3360,79.8,CUDA_KERNEL,"imp::rmsnorm_quantize_q8_1_kernel(const __half *, const __half *, imp::block_q8_1 *, float *, __half *, int, float, float)"
0.5,12778961,6720,1901.6,1888.0,1760,2592,80.5,CUDA_KERNEL,"imp::quantize_fp16_nvfp4_cutlass_kernel(const __half *, unsigned char *, unsigned char *, int, int, int)"
0.5,12340371,80,154254.6,154191.5,23839,283807,80155.0,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_nn_align8>(T1::Params)
0.4,10219354,15,681290.3,682301.0,632414,727358,39031.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_16x16_32x1_tn_align2>(T1::Params)
0.4,9196158,15,613077.2,614589.0,570174,654878,34475.5,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_16x16_32x1_tn_align8>(T1::Params)
0.4,9126622,65,140409.6,139679.0,20480,258239,73538.5,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params)
0.4,8966308,1344,6671.4,6656.0,6559,6944,42.8,CUDA_KERNEL,"void imp::rope_forward_kernel<__half>(T1 *, T1 *, const int *, int, int, int, int, int, float, float, int, bool, float, float, float, float, const float *)"
0.4,8420585,3584,2349.5,2319.5,2271,2816,71.0,CUDA_KERNEL,"imp::paged_attention_reduce_kernel(const float *, __half *, int, int, int)"
0.3,7983362,2688,2970.0,2976.0,2560,4224,146.0,CUDA_KERNEL,"imp::rmsnorm_fp16_kernel(const __half *, const __half *, __half *, int, float, float)"
0.3,6551016,1344,4874.3,4864.0,4768,5535,61.6,CUDA_KERNEL,"imp::swiglu_fp16_kernel(const __half *, const __half *, __half *, long)"
0.2,5101263,15,340084.2,339422.0,315839,362175,17671.2,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_32x2_tn_align8>(T1::Params)
0.2,5024620,15,334974.7,335167.0,310751,357054,17977.1,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_f16_32x32_32x1_tn_align8>(T1::Params)
0.2,4755823,3584,1327.0,1344.0,1151,1600,77.8,CUDA_KERNEL,"imp::write_kv_cache_rope_fused_kernel(const __half *, const __half *, const int *, const int *, __half *, __half *, int, int, int, int, int, int, int, int, float, float, int, bool, const float *)"
0.2,4228050,1344,3145.9,3008.0,1888,281791,7616.9,CUDA_KERNEL,"imp::write_kv_cache_fused_kernel(const __half *, const __half *, const int *, const int *, __half *, __half *, int, int, int, int, int, int)"
0.2,3757010,36,104361.4,105631.5,59392,155199,36489.6,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params)
0.1,3015290,196,15384.1,10400.0,3871,26496,9850.8,CUDA_KERNEL,"imp::absmax_reduce_kernel(const __half *, float *, int)"
0.1,2789490,3584,778.3,800.0,640,1056,61.0,CUDA_KERNEL,"imp::rope_q_only_fp16_kernel(__half *, const int *, int, int, float, float, int, bool, const float *)"
0.1,2623858,3584,732.1,736.0,703,1344,35.9,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::IdentityAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.1,2592277,3584,723.3,704.0,672,1184,43.8,CUDA_KERNEL,"void imp::fused_act_quantize_q8_1_kernel<imp::SwiGLUAct>(const __half *, const __half *, imp::block_q8_1 *, float *, int, T1)"
0.1,2552667,196,13023.8,8960.0,3424,22528,8143.5,CUDA_KERNEL,"imp::calibrate_quantize_fp8_kernel(const __half *, unsigned char *, const float *, float *, int)"
0.1,2212599,89,24860.7,20032.0,19232,447775,45340.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_nn_align8>(T1::Params)
0.1,2133593,2520,846.7,832.0,735,1344,82.2,MEMORY_OPER,[CUDA memcpy Device-to-Device]
0.1,2069913,197,10507.2,5824.0,3744,592830,41827.3,CUDA_KERNEL,"imp::absmax_kernel(const __half *, long, float *)"
0.1,2067578,197,10495.3,5344.0,3040,622333,43972.0,CUDA_KERNEL,"imp::quantize_nvfp4_from_absmax_kernel(const __half *, unsigned char *, unsigned char *, const float *, float *, long, long)"
0.0,935388,176,5314.7,5312.0,4864,6720,219.9,CUDA_KERNEL,"imp::embedding_lookup_q8_0_kernel(const unsigned char *, const int *, __half *, int)"
0.0,845758,197,4293.2,3104.0,1280,80192,5814.8,CUDA_KERNEL,"imp::convert_scales_sfatom_kernel(const unsigned char *, unsigned char *, int, int, int)"
0.0,481212,131,3673.4,3648.0,3360,4000,128.6,CUDA_KERNEL,"imp::argmax_partial_kernel(const float *, int, float *, int *)"
0.0,422527,6,70421.2,70192.0,70111,71488,532.4,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x256_32x4_tn_align8>(T1::Params)
0.0,345758,6,57626.3,56943.5,55392,60767,2317.3,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x64_32x4_tn_align8>(T1::Params)
0.0,336959,329,1024.2,1120.0,672,3040,279.3,MEMORY_OPER,[CUDA memcpy Device-to-Host]
0.0,336416,196,1716.4,1536.0,1056,2400,509.1,CUDA_KERNEL,"imp::absmax_final_reduce_kernel(const float *, float *, int)"
0.0,155743,131,1188.9,1152.0,1056,1440,76.6,CUDA_KERNEL,"imp::argmax_reduce_kernel(const float *, const int *, int, int *)"
0.0,118399,5,23679.8,23744.0,23168,24063,349.5,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_nn_align8>(T1::Params)
0.0,108672,5,21734.4,21920.0,20672,22272,622.7,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x2_nn_align8>(T1::Params)
0.0,101472,5,20294.4,20384.0,19744,20576,325.9,CUDA_KERNEL,void cutlass::Kernel2<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_nn_align8>(T1::Params)
